gauge,model,parameter,exit_message,acceptance_rate,gelman_statistic,best_coefficients
303203,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a3_slope,Convergence criteria reached,0.10526962243925676,1.0336455363681971,-0.00193385923937178
303203,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a4,Convergence criteria reached,0.10526962243925676,1.0302181306808094,-316.18913234786226
303203,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a5,Convergence criteria reached,0.10526962243925676,1.0344133265051692,62.71567370251351
303203,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,b,Convergence criteria reached,0.10526962243925676,1.0328870043611882,0.07675004150447293
303203,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,sd,Convergence criteria reached,0.10526962243925676,1.0139107287077571,37.431528148564546
305202,streamflow_model_slope_shifted_CO2_seasonal_ratio,a0,Convergence criteria reached,0.10395203072891857,1.1017006659816977,-706.8324653287083
305202,streamflow_model_slope_shifted_CO2_seasonal_ratio,a1,Convergence criteria reached,0.10395203072891857,1.0946033652164422,0.9903486135233988
305202,streamflow_model_slope_shifted_CO2_seasonal_ratio,a3_slope,Convergence criteria reached,0.10395203072891857,1.036920442083581,-0.00151570942244826
305202,streamflow_model_slope_shifted_CO2_seasonal_ratio,a4,Convergence criteria reached,0.10395203072891857,1.0179746222575483,-27.102826876717472
305202,streamflow_model_slope_shifted_CO2_seasonal_ratio,a5,Convergence criteria reached,0.10395203072891857,1.0484652929178542,46.44178211260123
305202,streamflow_model_slope_shifted_CO2_seasonal_ratio,b,Convergence criteria reached,0.10395203072891857,1.0277524636470614,0.00975389323569772
305202,streamflow_model_slope_shifted_CO2_seasonal_ratio,sd,Convergence criteria reached,0.10395203072891857,1.0139843152845538,51.16308110178989
306119,streamflow_model_slope_shifted_CO2,a0,Convergence criteria reached,0.07895295010716841,1.0662462414663505,3.788017891027266
306119,streamflow_model_slope_shifted_CO2,a1,Convergence criteria reached,0.07895295010716841,1.0418181863277112,0.8866680489470379
306119,streamflow_model_slope_shifted_CO2,a3_slope,Convergence criteria reached,0.07895295010716841,1.0225207313546305,-0.00104723697419553
306119,streamflow_model_slope_shifted_CO2,a5,Convergence criteria reached,0.07895295010716841,1.0419126294160932,34.659263345847215
306119,streamflow_model_slope_shifted_CO2,b,Convergence criteria reached,0.07895295010716841,1.0224949571804165,0.20353534665570924
306119,streamflow_model_slope_shifted_CO2,sd,Convergence criteria reached,0.07895295010716841,1.0088664544104713,97.69459303333616
312061,streamflow_model_slope_shifted_CO2,a0,Convergence criteria reached,0.08543328768754466,1.0648863431858733,-510.2656212470574
312061,streamflow_model_slope_shifted_CO2,a1,Convergence criteria reached,0.08543328768754466,1.0490685719144932,0.8088887701083255
312061,streamflow_model_slope_shifted_CO2,a3_slope,Convergence criteria reached,0.08543328768754466,1.022648979192022,0.01224111877512554
312061,streamflow_model_slope_shifted_CO2,a5,Convergence criteria reached,0.08543328768754466,1.0723115111426165,123.85851293381278
312061,streamflow_model_slope_shifted_CO2,b,Convergence criteria reached,0.08543328768754466,1.025837641399609,0.0044835803480184
312061,streamflow_model_slope_shifted_CO2,sd,Convergence criteria reached,0.08543328768754466,1.012380146266961,121.96503177278366
314207,streamflow_model_intercept_shifted_CO2_seasonal_ratio,a0,Convergence criteria reached,0.08500327536922347,1.0813544924338514,-461.7081154755329
314207,streamflow_model_intercept_shifted_CO2_seasonal_ratio,a1,Convergence criteria reached,0.08500327536922347,1.052839838710891,0.8268444808288848
314207,streamflow_model_intercept_shifted_CO2_seasonal_ratio,a3_intercept,Convergence criteria reached,0.08500327536922347,1.0322693497024626,-2.2625095933762864
314207,streamflow_model_intercept_shifted_CO2_seasonal_ratio,a4,Convergence criteria reached,0.08500327536922347,1.021520419078543,-314.8602330506037
314207,streamflow_model_intercept_shifted_CO2_seasonal_ratio,a5,Convergence criteria reached,0.08500327536922347,1.0559452620986276,69.76088930032975
314207,streamflow_model_intercept_shifted_CO2_seasonal_ratio,b,Convergence criteria reached,0.08500327536922347,1.0405573607509555,0.09328498187851555
314207,streamflow_model_intercept_shifted_CO2_seasonal_ratio,sd,Convergence criteria reached,0.08500327536922347,1.0146584581167792,70.87584733152961
317200,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a0,Convergence criteria reached,0.09593482015245358,1.0619537814739617,-424.26858471115384
317200,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a1,Convergence criteria reached,0.09593482015245358,1.0505020984759412,0.6605151003574835
317200,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a2,Convergence criteria reached,0.09593482015245358,1.0307563979878058,0.10913956720271244
317200,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,Convergence criteria reached,0.09593482015245358,1.026148397000092,-1.0003827684966655
317200,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a4,Convergence criteria reached,0.09593482015245358,1.0220279424169445,-371.4203131083275
317200,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a5,Convergence criteria reached,0.09593482015245358,1.0449856884284343,54.15783632966366
317200,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,b,Convergence criteria reached,0.09593482015245358,1.032174294636509,0.01627329631921501
317200,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,sd,Convergence criteria reached,0.09593482015245358,1.0129883661999544,34.19282837664123
319204,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a0,Convergence criteria reached,0.0979484278227728,1.1025796076271237,-425.96603640328067
319204,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a1,Convergence criteria reached,0.0979484278227728,1.080342327726042,0.7477885155293287
319204,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a2,Convergence criteria reached,0.0979484278227728,1.0334476292846355,0.05241826477637312
319204,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a3_slope,Convergence criteria reached,0.0979484278227728,1.0291170039122797,-0.00178912055214528
319204,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a4,Convergence criteria reached,0.0979484278227728,1.0253839332623778,-385.5031852574375
319204,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a5,Convergence criteria reached,0.0979484278227728,1.0374900195934496,42.960237255592034
319204,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,b,Convergence criteria reached,0.0979484278227728,1.033938138495108,0.01684832577255924
319204,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,sd,Convergence criteria reached,0.0979484278227728,1.0142259828042397,41.73691850068804
401009,streamflow_model_intercept_shifted_CO2_auto,a0,Convergence criteria reached,0.08367823963792287,1.0458588281798331,-247.33284035329245
401009,streamflow_model_intercept_shifted_CO2_auto,a1,Convergence criteria reached,0.08367823963792287,1.036061065500704,0.3714850264528846
401009,streamflow_model_intercept_shifted_CO2_auto,a2,Convergence criteria reached,0.08367823963792287,1.0310149634085293,0.2096763819807632
401009,streamflow_model_intercept_shifted_CO2_auto,a3_intercept,Convergence criteria reached,0.08367823963792287,1.0268797117252766,-1.2570608665983212
401009,streamflow_model_intercept_shifted_CO2_auto,a5,Convergence criteria reached,0.08367823963792287,1.0462846261260343,50.724432274818014
401009,streamflow_model_intercept_shifted_CO2_auto,b,Convergence criteria reached,0.08367823963792287,1.030981282894854,0.01764816708426503
401009,streamflow_model_intercept_shifted_CO2_auto,sd,Convergence criteria reached,0.08367823963792287,1.0128233018515516,32.720305372209026
401210,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a0,Convergence criteria reached,0.08850476991308487,1.0404157771595006,-477.1785908708569
401210,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a1,Convergence criteria reached,0.08850476991308487,1.0283134103880178,0.6196925307201467
401210,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a2,Convergence criteria reached,0.08850476991308487,1.0107302666467275,0.2749563591038089
401210,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,Convergence criteria reached,0.08850476991308487,1.053497937697493,-3.054471529046708
401210,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a4,Convergence criteria reached,0.08850476991308487,1.0080194860662972,-286.4191108166483
401210,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a5,Convergence criteria reached,0.08850476991308487,1.066373524445006,101.16389750831692
401210,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,b,Convergence criteria reached,0.08850476991308487,1.0160431910819323,0.0083224867759302
401210,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,sd,Convergence criteria reached,0.08850476991308487,1.007175877532223,74.64419128713051
401215,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a0,Convergence criteria reached,0.10843727673255532,1.047513546647598,-184.14835949665328
401215,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a1,Convergence criteria reached,0.10843727673255532,1.0471202030810502,0.22356993583060164
401215,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a2,Convergence criteria reached,0.10843727673255532,1.0185341210839398,0.26194307217120216
401215,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,Convergence criteria reached,0.10843727673255532,1.0124495079936289,-0.8359624982029157
401215,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a4,Convergence criteria reached,0.10843727673255532,1.0143331851381991,-112.36492676663124
401215,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a5,Convergence criteria reached,0.10843727673255532,1.0329643608852228,97.23812858695491
401215,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,b,Convergence criteria reached,0.10843727673255532,1.029047032196711,0.03738346821658806
401215,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,sd,Convergence criteria reached,0.10843727673255532,1.0117248200554974,20.739303862304528
401217,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,a0_d,Convergence criteria reached,0.08113538937842346,1.0378776068480169,-370.62054189959576
401217,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,a0_n,Convergence criteria reached,0.08113538937842346,1.039952055465842,-423.403686120598
401217,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,a1,Convergence criteria reached,0.08113538937842346,1.0366765466256604,0.5642788041324026
401217,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,a2,Convergence criteria reached,0.08113538937842346,1.0196163128644096,0.24202815191829408
401217,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,a3_slope,Convergence criteria reached,0.08113538937842346,1.0281906801956482,-0.00102234367081671
401217,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,a4,Convergence criteria reached,0.08113538937842346,1.0131545367184671,-297.8134521389684
401217,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,a5,Convergence criteria reached,0.08113538937842346,1.0551839856897975,77.28110714418281
401217,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,b,Convergence criteria reached,0.08113538937842346,1.0294488524531566,0.01380501509327322
401217,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,sd,Convergence criteria reached,0.08113538937842346,1.0071837118983722,49.8725799320408
402213,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a0,Convergence criteria reached,0.09830951365187712,1.0281692807173033,-319.18215212963344
402213,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a1,Convergence criteria reached,0.09830951365187712,1.022120745363544,0.4296174547667425
402213,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a2,Convergence criteria reached,0.09830951365187712,1.006523090893847,0.33982744541405463
402213,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,Convergence criteria reached,0.09830951365187712,1.027989076672863,-0.5656699911498322
402213,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a4,Convergence criteria reached,0.09830951365187712,1.0057927121504602,-234.64292507905495
402213,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a5,Convergence criteria reached,0.09830951365187712,1.0762087985108282,73.95254358417557
402213,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,b,Convergence criteria reached,0.09830951365187712,1.0113096375649722,0.01490983859633861
402213,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,sd,Convergence criteria reached,0.09830951365187712,1.0048864592710038,36.135912386316626
403213,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a0,Convergence criteria reached,0.09858831759009368,1.0346142176548248,-484.0805786237934
403213,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a1,Convergence criteria reached,0.09858831759009368,1.026689931149194,0.6112759971413991
403213,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a2,Convergence criteria reached,0.09858831759009368,1.00832783877947,0.19411923117598184
403213,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,Convergence criteria reached,0.09858831759009368,1.039105622763059,-1.0972793266813312
403213,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a4,Convergence criteria reached,0.09858831759009368,1.0073611340142112,-282.2775630605063
403213,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a5,Convergence criteria reached,0.09858831759009368,1.0537838232543069,80.70353202519135
403213,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,b,Convergence criteria reached,0.09858831759009368,1.0266876341823623,0.0086604299434396
403213,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,sd,Convergence criteria reached,0.09858831759009368,1.0060904827463315,54.33452066619913
403226,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a0,Convergence criteria reached,0.09754524527702813,1.023936329006477,-453.62920083395375
403226,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a1,Convergence criteria reached,0.09754524527702813,1.0205361840702063,0.6516206062936797
403226,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a2,Convergence criteria reached,0.09754524527702813,1.0105183431821336,0.1930077179202856
403226,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a3_slope,Convergence criteria reached,0.09754524527702813,1.035231831263732,-8.130472935034168e-4
403226,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a4,Convergence criteria reached,0.09754524527702813,1.0124584436777768,-310.3281906332693
403226,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a5,Convergence criteria reached,0.09754524527702813,1.0556898169840667,58.01294023640357
403226,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,b,Convergence criteria reached,0.09754524527702813,1.0242869627993527,0.01251696173144597
